Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot37,"Ярослав Федосеев",easy,35,Completed,"Techlight","Techlight: Objective #2","3","12:55:15","12:58:26",
Bot37,"Ярослав Федосеев",easy,35,Completed,"Rasmussen","Rasmussen: Objective #1","1","12:58:31","13:01:49",
Bot37,"Ярослав Федосеев",easy,35,Completed,"Rasmussen","Rasmussen: Objective #3","1","13:01:54","13:02:04",
Bot39,"Ефрем Левин",normal,43,Failed,"OLI Showroom East","OLI Showroom East: Objective #1","1","12:55:30","12:57:01",
Bot40,"Lester Hugley",hard,37,Completed,"DOM","DOM: Objective #5","1","12:57:10","12:57:24",
Bot40,"Lester Hugley",hard,37,Completed,"DOM","DOM: Objective #1","1","12:57:29","12:57:34",
Bot40,"Lester Hugley",hard,37,Completed,"DOM","DOM: Objective #3","1","12:57:39","12:57:49",
Bot40,"Lester Hugley",hard,37,Active,"DOM","DOM: Objective #4","1","12:57:54","N/A",
Bot41,"Kelly Babcock",hard,31,Completed,"OLI NW Office","OLI NW Office: Objective #1","3","12:58:38","13:01:28",
Bot41,"Kelly Babcock",hard,31,Active,"Generic","Generic: Objective #3","1","13:01:33","N/A",
Bot42,"Степан Гурьянов",normal,13,Completed,"Generic","Generic: Objective #3","1","12:59:13","13:00:01",
Bot42,"Степан Гурьянов",normal,13,Completed,"Generic","Generic: Objective #1","1","13:00:07","13:00:25",
Bot42,"Степан Гурьянов",normal,13,Completed,"Generic","Generic: Objective #2","1","13:00:30","13:00:59",
Bot42,"Степан Гурьянов",normal,13,Active,"OLI Loading Dock Stashes","OLI Loading Dock Stashes: Objective #5","1","13:01:04","N/A",
